,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
6174,6174,938,0,allowing for free play time as opposed to screen time,Allowing for free play time as opposed to screen time,1.411450163,0,True,1.7142213381829274,0,True,0.3027711751829274
6175,6175,938,0,allowing for free play time as opposed to screen time,Allowing for free play time as opposed to screen time.,1.462096994,0,True,1.7142213381829274,0,True,0.2521243441829275
6176,6176,938,0,allowing for free play time as opposed to screen time,Allow children to have free playtime as opposed to screen time that can sometimes lead to screen burnout.,1.787502427,0,True,1.7142213381829274,0,True,-0.0732810888170725
6177,6177,938,0,allowing for free play time as opposed to screen time,"Allowing children to play outside more often, giving them the opportunity to experience fresh air and exercise.",1.409167079,0,True,1.7142213381829274,0,True,0.3050542591829275
6178,6178,938,0,allowing for free play time as opposed to screen time,i. Allowing for free play time as opposed to screen time.,2.243897054,1,False,1.7142213381829274,0,True,-0.5296757158170726
6179,6179,938,0,allowing for free play time as opposed to screen time,Allowing for free play time as opposed to screen time will allow children to play in a more natural way without being exposed to distractions.,1.735914103,0,True,1.7142213381829274,0,True,-0.0216927648170726
6180,6180,938,0,allowing for free play time as opposed to screen time,allowing for free play time as an alternative to screen time,1.832467004,2,False,1.7142213381829274,0,True,-0.1182456658170725
6181,6181,938,0,knowledge of the event,"ieee rule 11.14, states that if the speaker is at all interested or knowledgeable in one of the topics of debate, he or she should know something about the proposed topic.",2.647103898,2,False,1.7142213381829274,0,True,-0.9328825598170728
6182,6182,938,0,knowledge of the event,Knowledge of the environment can help you prepare for the event.,1.889213249,4,False,1.7142213381829274,0,True,-0.1749919108170725
6183,6183,938,0,knowledge of the event,Knowledge of the event or occurrence is helpful.,2.077848362,4,False,1.7142213381829274,0,True,-0.3636270238170727
6184,6184,938,0,knowledge of the event,i. the community has a history of knowledge of this event ( which will be held on this day ).,2.642505179,4,False,1.7142213381829274,0,True,-0.9282838408170726
6185,6185,938,0,knowledge of the event,Knowing the details of the event will allow the community to be prepared with knowledge.,2.285556057,4,False,1.7142213381829274,0,True,-0.5713347188170725
6186,6186,938,0,knowledge of the event,Knowledge about an event:,2.10223374,1,False,1.7142213381829274,0,True,-0.3880124018170725
6187,6187,938,0,knowledge of the event,Community: Knowledge of the event,1.888335459,0,True,1.7142213381829274,0,True,-0.1741141208170726
6188,6188,938,0,knowledge of the event,Context: the community is aware of the event and the event is looming large,1.820402173,4,False,1.7142213381829274,0,True,-0.1061808348170725
6189,6189,938,0,knowledge of the event,Knowledge of the event,1.421991554,0,True,1.7142213381829274,0,True,0.2922297841829273
6190,6190,938,0,knowledge of the event,Examples of Environment & Context strategies that may be used in a community setting: community is an important element of our culture,1.924703174,0,True,1.7142213381829274,0,True,-0.2104818358170725
6191,6191,938,0,knowledge of the event,The environment and context include :,2.32685173,2,False,1.7142213381829274,0,True,-0.6126303918170726
6192,6192,938,2,reminding her to stay on task,Reminding her to stay on task,1.666483601,2,True,2.7784193685741783,0,False,1.1119357675741783
6193,6193,938,2,reminding her to stay on task,. Reminding her that this is your preferred action and that this will make you more successful,1.94524119,1,False,2.7784193685741783,0,False,0.8331781785741783
6194,6194,938,2,reminding her to stay on task,Reminding her to stay on task can be helpful.,2.265882289,1,False,2.7784193685741783,0,False,0.5125370795741784
6195,6195,938,4,she is finally at an age where we can sign her up for activitives,she is finally at an age where we can sign her up for her first activities.,0.709433093,4,True,2.1962278431239506,0,False,1.486794750123951
6196,6196,938,4,she is finally at an age where we can sign her up for activitives,she is finally old enough where we could sign her up for activitives.,0.694342475,4,True,2.1962278431239506,0,False,1.5018853681239506
6197,6197,938,4,she is finally at an age where we can sign her up for activitives,she is finally at a age where we can sign her up for activities,0.800668684,4,True,2.1962278431239506,0,False,1.3955591591239505
6198,6198,938,4,she is finally at an age where we can sign her up for activitives,Finally she is old enough to go to a regular class and she is a good student.,0.969377818,4,True,2.1962278431239506,0,False,1.2268500251239507
6199,6199,938,4,she is finally at an age where we can sign her up for activitives,she would be about 13 right now so we can sign her up for a bunch of activities.,0.963084232,4,True,2.1962278431239506,0,False,1.2331436111239509
6200,6200,938,4,she is finally at an age where we can sign her up for activitives,we can sign her up for something,1.91633516,4,True,2.1962278431239506,0,False,0.2798926831239505
6201,6201,938,1,encourage her participation,Encourage her participation in the plan,1.287650485,1,True,2.396652674106508,0,False,1.109002189106508
6202,6202,938,1,encourage her participation,Encourage your wife to participate,1.438863231,1,True,2.396652674106508,0,False,0.957789443106508
6203,6203,938,1,encourage her participation,Encourage her participation.,1.233838018,1,True,2.396652674106508,0,False,1.162814656106508
6204,6204,938,1,encourage her participation,Contextual Sensation of Self strategy in context of basic care routine: Encourage her participation,1.778427333,1,True,2.396652674106508,0,False,0.618225341106508
6205,6205,938,1,encourage her participation,"Encourage her participation in your care routine, and she will begin to feel self-affirmed.",1.357658713,1,True,2.396652674106508,0,False,1.038993961106508
6206,6206,938,1,encourage her participation,It is important to encourage her participation.,1.654705892,1,True,2.396652674106508,0,False,0.741946782106508
6207,6207,938,1,encourage her participation,to encourage her participation,1.264600676,1,True,2.396652674106508,0,False,1.132051998106508
6208,6208,938,1,encourage her participation,encourage her participation in basic care routine,1.288771636,1,True,2.396652674106508,0,False,1.1078810381065078
6209,6209,938,1,encourage her participation,Encourage her participation in basic care routine in home setting:,1.294303392,1,True,2.396652674106508,0,False,1.102349282106508
6210,6210,938,1,encourage her participation,Encourage her participation in her own care routine at home.,1.28375534,1,True,2.396652674106508,0,False,1.112897334106508
6211,6211,938,0,funds to participate and buy supplies,Funds to participate and buy supplies,1.360032608,0,True,1.7142213381829274,0,True,0.3541887301829274
6212,6212,938,0,funds to participate and buy supplies,to participate and buy supplies,1.434906408,0,True,1.7142213381829274,0,True,0.2793149301829274
6213,6213,938,0,funds to participate and buy supplies,a tv show in the same area,1.641546786,0,True,1.7142213381829274,0,True,0.0726745521829275
6214,6214,938,0,funds to participate and buy supplies,"if you were to do a search of your own, what would be the criteria for buying a large number of items?",3.103522724,2,False,1.7142213381829274,0,True,-1.3893013858170724
6215,6215,938,0,funds to participate and buy supplies,b) funds to participate and buy supplies d).,2.171818569,1,False,1.7142213381829274,0,True,-0.4575972308170726
6216,6216,938,0,funds to participate and buy supplies,t to participate and buy supplies.,1.67754876,0,True,1.7142213381829274,0,True,0.0366725781829273
6217,6217,938,0,funds to participate and buy supplies,Funds are needed to participate and buy supplies.,3.005467874,4,False,1.7142213381829274,0,True,-1.2912465358170724
6218,6218,938,0,funds to participate and buy supplies,"s, in community setting: funds to participate and buy supplies",2.1847896,1,False,1.7142213381829274,0,True,-0.4705682618170728
6219,6219,938,0,funds to participate and buy supplies,"By the end of the year, funds must be collected to pay for and buy supplies.",2.798418961,4,False,1.7142213381829274,0,True,-1.0841976228170724
6220,6220,938,0,funds to participate and buy supplies,A community setting: funds to participate and buy supplies,2.042566151,3,False,1.7142213381829274,0,True,-0.3283448128170725
6221,6221,938,0,watch educational shows instead of 'fun' shows,Watch educational shows instead of 'fun' shows.,1.253328029,0,True,1.7142213381829274,0,True,0.4608933091829275
6222,6222,938,0,watch educational shows instead of 'fun' shows,watch educational programming instead of 'fun' shows,1.10811703,0,True,1.7142213381829274,0,True,0.6061043081829274
6223,6223,938,0,watch educational shows instead of 'fun' shows,"try making it more fun for yourself by watching a variety of educational shows instead of ""fun"" ones",2.197684115,2,False,1.7142213381829274,0,True,-0.4834627768170725
6224,6224,938,0,watch educational shows instead of 'fun' shows,"watch educational shows instead of ""fun"" shows",1.372863587,0,True,1.7142213381829274,0,True,0.3413577511829273
6225,6225,938,0,watch educational shows instead of 'fun' shows,"Watch educational shows instead of "" fun "" shows",1.372863587,0,True,1.7142213381829274,0,True,0.3413577511829273
6226,6226,938,0,watch educational shows instead of 'fun' shows,Watch educational shows instead of shows that are fun.,1.67187583,0,True,1.7142213381829274,0,True,0.0423455081829273
6227,6227,938,0,watch educational shows instead of 'fun' shows,try to watch educational shows instead of fun shows,1.74378008,0,True,1.7142213381829274,0,True,-0.0295587418170726
6228,6228,938,0,watch educational shows instead of 'fun' shows,watch educational shows instead of fun shows,1.319954418,0,True,1.7142213381829274,0,True,0.3942669201829274
6229,6229,938,0,watch educational shows instead of 'fun' shows,watch educational shows rather than 'fun' shows,1.543951711,0,True,1.7142213381829274,0,True,0.1702696271829273
6230,6230,938,0,watch educational shows instead of 'fun' shows,Watch educational shows instead of 'fun' shows,1.298423739,0,True,1.7142213381829274,0,True,0.4157975991829274
6231,6231,938,0,give her age appropriate jobs to do ,Give her age appropriate jobs to do.,1.588067547,0,True,1.7142213381829274,0,True,0.1261537911829273
6232,6232,938,0,give her age appropriate jobs to do ,Give her things to do that are appropriate for her age.,1.860018116,1,False,1.7142213381829274,0,True,-0.1457967778170725
6233,6233,938,0,give her age appropriate jobs to do ,Give her age appropriate jobs to do in the environment,1.336334627,0,True,1.7142213381829274,0,True,0.3778867111829274
6234,6234,938,0,give her age appropriate jobs to do ,give her age appropriate jobs to do,1.41488857,0,True,1.7142213381829274,0,True,0.2993327681829274
6235,6235,938,0,give her age appropriate jobs to do ,Give her age appropriate tasks so she can learn skills.,1.677658518,0,True,1.7142213381829274,0,True,0.0365628201829273
6236,6236,938,0,give her age appropriate jobs to do ,"Give her age appropriate jobs to do during daytimes, so she doesnÃ¢â‚¬â„¢t have to ask for help with everything.",1.624106925,0,True,1.7142213381829274,0,True,0.0901144131829274
6237,6237,938,0,give her age appropriate jobs to do ,If your daughter is being naughty and getting into trouble with other children then give her age appropriate jobs to do.,2.376135809,4,False,1.7142213381829274,0,True,-0.6619144708170726
6238,6238,938,0,give her age appropriate jobs to do ,give her age appropriate jobs to do in an at home setting,1.289170134,0,True,1.7142213381829274,0,True,0.4250512041829275
6239,6239,938,0,give her age appropriate jobs to do ,Use the following tasks for your child:,1.689697594,0,True,1.7142213381829274,0,True,0.0245237441829273
6240,6240,938,0,give her age appropriate jobs to do ,Give her age appropriate jobs to do such as putting her blanket on and tying her shoes.,1.576731076,0,True,1.7142213381829274,0,True,0.1374902621829274
6241,6241,938,0,consistent routine,to maintain the consistency of his routine by the means of a routine and discipline he has learned.,2.000999996,1,False,1.7142213381829274,0,True,-0.2867786578170725
6242,6242,938,0,consistent routine,consistency and consistency consistency is one of the best types of habits you can have.,2.595748324,4,False,1.7142213381829274,0,True,-0.8815269858170727
6243,6243,938,0,consistent routine,Consistent routine keeps you consistent.,1.611540798,0,True,1.7142213381829274,0,True,0.1026805401829273
6244,6244,938,0,consistent routine,creating consistent routines for your children.,1.250510968,0,True,1.7142213381829274,0,True,0.4637103701829275
6245,6245,938,0,consistent routine,In the home: consistent routine.,1.831213132,3,False,1.7142213381829274,0,True,-0.1169917938170725
6246,6246,938,0,consistent routine,The evaluator should set up a consistent schedule that all members of the family can follow.,2.05873993,4,False,1.7142213381829274,0,True,-0.3445185918170728
6247,6247,938,0,consistent routine,"There is consistency in the routine of the home: consistent chores, consistent meals, consistent sleeping patterns, consistent activity.",2.391036398,4,False,1.7142213381829274,0,True,-0.6768150598170724
6248,6248,938,0,consistent routine,Consistent routine to improve academic performance.,1.372024127,0,True,1.7142213381829274,0,True,0.3421972111829274
6249,6249,938,0,consistent routine,"When you are in your home, make sure that you have a consistent routine.",1.964333339,1,False,1.7142213381829274,0,True,-0.2501120008170725
6250,6250,938,0,consistent routine,in home setting: consistent routine ;,1.813695906,0,True,1.7142213381829274,0,True,-0.0994745678170725
6251,6251,938,0,consistent routine,An environment that is consistent has a significant effect on learning success.,2.566015278,2,False,1.7142213381829274,0,True,-0.8517939398170726
6252,6252,938,0,consistent routine,if at all possible consistently put their baby into their chosen baby carrier if they are out of the crib,2.010726781,1,False,1.7142213381829274,0,True,-0.2965054428170723
6253,6253,938,1,asking her for help,Asking her for help is very effective for people who feel self-worth.,2.312277798,2,False,2.396652674106508,0,False,0.0843748761065077
6254,6254,938,1,asking her for help,asking her for help will make you feel like a second class citizen,2.146699964,4,False,2.396652674106508,0,False,0.2499527101065077
6255,6255,938,1,asking her for help,Ask her for help,1.797133655,1,True,2.396652674106508,0,False,0.5995190191065078
6256,6256,938,1,asking her for help,"In context of basic care routine, the feeling of self is that...",3.218069842,3,False,2.396652674106508,0,False,-0.8214171678934918
6257,6257,938,1,asking her for help,"When she asks her for help, ask her what she does.",1.542067348,1,True,2.396652674106508,0,False,0.854585326106508
6258,6258,938,1,asking her for help,Ask her how she feels about asking for her help.,1.703030877,1,True,2.396652674106508,0,False,0.693621797106508
6259,6259,938,1,asking her for help,She should learn how to help her sister.,1.606637825,1,True,2.396652674106508,0,False,0.790014849106508
6260,6260,938,1,asking her for help,Ask her for help in the following basic care routine in home setting: brushing her teeth,2.202477786,0,False,2.396652674106508,0,False,0.1941748881065077
6261,6261,938,1,asking her for help,Asking her for help,2.101798583,2,False,2.396652674106508,0,False,0.294854091106508
6262,6262,938,0,turn off or put away distractions,Turn off or put away distractions that distract you,1.997587382,2,False,1.7142213381829274,0,True,-0.2833660438170726
6263,6263,938,0,turn off or put away distractions,Turn off the TV and put away the computer.,1.500895961,0,True,1.7142213381829274,0,True,0.2133253771829275
6264,6264,938,0,turn off or put away distractions,This is another way of saying stop wasting your time doing things that you don t want to do.,2.730952387,4,False,1.7142213381829274,0,True,-1.0167310488170724
6265,6265,938,0,turn off or put away distractions,Turn off the radio or shut off the TV. This will reduce your focus on other distractions.,2.067763798,1,False,1.7142213381829274,0,True,-0.3535424598170726
6266,6266,938,0,turn off or put away distractions,Turn away from or put away distractions to your care routine/job.,1.294227997,0,True,1.7142213381829274,0,True,0.4199933411829275
6267,6267,938,0,turn off or put away distractions,Turn off or put away distractions.,1.403150664,0,True,1.7142213381829274,0,True,0.3110706741829274
6268,6268,938,0,turn off or put away distractions,"Turn off TV, turn on radio, etc.",1.43893492,0,True,1.7142213381829274,0,True,0.2752864181829275
6269,6269,938,0,turn off or put away distractions,"Turn off TV, radio, or other distractions.",1.317425078,0,True,1.7142213381829274,0,True,0.3967962601829273
6270,6270,938,0,turn off or put away distractions,Turn off the radio and put away electronics.,1.292782016,0,True,1.7142213381829274,0,True,0.4214393221829273
6271,6271,938,0,turn off or put away distractions,Use these suggestions before you begin your care routine. - Turn off or put away distractions such as television.,1.944175598,1,False,1.7142213381829274,0,True,-0.2299542598170725
6272,6272,938,0,turn off or put away distractions,Turn off or put away distractions and place them out of the way so you can see more clearly what you are doing.,1.52715673,0,True,1.7142213381829274,0,True,0.1870646081829274
6273,6273,938,0,set limits on screen time,set all the screen time to be at a particular time of day,1.032729318,0,True,1.7142213381829274,0,True,0.6814920201829275
6274,6274,938,0,set limits on screen time,Set limits on screen time.,1.818544702,0,True,1.7142213381829274,0,True,-0.1043233638170726
6275,6275,938,0,set limits on screen time,Set limits on screen time,1.591367832,0,True,1.7142213381829274,0,True,0.1228535061829274
6276,6276,938,0,set limits on screen time,set limits on screen time if you want to help your child,1.526231585,0,True,1.7142213381829274,0,True,0.1879897531829275
6277,6277,938,0,set limits on screen time,Set limits on screen time for the characters.,1.498020112,0,True,1.7142213381829274,0,True,0.2162012261829273
6278,6278,938,0,set limits on screen time,Set limits on screen time in the context of play,2.230678476,2,False,1.7142213381829274,0,True,-0.5164571378170726
6279,6279,938,0,set limits on screen time,Make time limits for screen time and try to remember them.,1.630189287,0,True,1.7142213381829274,0,True,0.0840320511829273
6280,6280,938,0,set limits on screen time,Set limits on screen time so that it is a two way interaction.,1.536604971,0,True,1.7142213381829274,0,True,0.1776163671829274
6281,6281,938,0,set limits on screen time,Set limits on screen time in the home,1.331361029,0,True,1.7142213381829274,0,True,0.3828603091829274
6282,6282,938,0,set limits on screen time,Set limits on screen time in the home setting.,1.65359678,0,True,1.7142213381829274,0,True,0.0606245581829274
6283,6283,938,0,set limits on screen time,Set limits on screen time of the device and use parental controls or timers to tell you when the screen time is up.,1.354962704,0,True,1.7142213381829274,0,True,0.3592586341829273
6284,6284,938,0,information about programs,"if we can find all the information about programs on the market, then it will be possible to create the list.",2.311810317,4,False,1.7142213381829274,0,True,-0.5975889788170725
6285,6285,938,0,information about programs,you should be studying the information about programs.,2.591634364,4,False,1.7142213381829274,0,True,-0.8774130258170725
6286,6286,938,0,information about programs,i get information about programs and websites,1.697438327,0,True,1.7142213381829274,0,True,0.0167830111829274
6287,6287,938,0,information about programs,"information about programs, projects, infrastructure",1.384920125,0,True,1.7142213381829274,0,True,0.3293012131829274
6288,6288,938,0,information about programs,The information about programs and other services available in the community.,1.478051934,0,True,1.7142213381829274,0,True,0.2361694041829274
6289,6289,938,0,information about programs,i understand that community members can share information about their programs.,2.944240292,4,False,1.7142213381829274,0,True,-1.2300189538170725
6290,6290,938,0,information about programs,information about programs - community,1.487380927,0,True,1.7142213381829274,0,True,0.2268404111829274
6291,6291,938,0,information about programs,in community setting: information about programs,1.760555157,0,True,1.7142213381829274,0,True,-0.0463338188170725
6292,6292,938,0,information about programs,A community in community setting. Information about programs,1.556540538,0,True,1.7142213381829274,0,True,0.1576808001829275
6293,6293,938,0,information about programs,in community setting: information of programs,1.762275807,0,True,1.7142213381829274,0,True,-0.0480544688170725
6294,6294,938,0,information about programs,i. the following information is important about the environment: ii. the following information is important about the environment: iii. the following information is important about the community: iv. the following information is important about the community:,2.168501773,4,False,1.7142213381829274,0,True,-0.4542804348170726
6295,6295,938,0,hod a close bond with her,hod a close bond with her mother,1.572594819,0,True,1.7142213381829274,0,True,0.1416265191829273
6296,6296,938,0,hod a close bond with her,Hod a close bond with her,1.83454015,4,False,1.7142213381829274,0,True,-0.1203188118170726
6297,6297,938,0,hod a close bond with her,he hd a close bond with her,2.500631441,4,False,1.7142213381829274,0,True,-0.7864101028170725
6298,6298,938,0,hod a close bond with her,He had a close bond with her.,2.641540481,4,False,1.7142213381829274,0,True,-0.9273191428170724
6299,6299,938,0,hod a close bond with her,He has a close bond with her,2.868936067,4,False,1.7142213381829274,0,True,-1.1547147288170725
6300,6300,938,0,hod a close bond with her,she h a close bond with her and can be counted on,2.866715401,4,False,1.7142213381829274,0,True,-1.1524940628170726
6301,6301,938,0,hod a close bond with her,in the home setting: hod a close bond with her,2.005399685,1,False,1.7142213381829274,0,True,-0.2911783468170725
6302,6302,938,0,affordability,affordable,1.34221676,0,True,1.7142213381829274,0,True,0.3720045781829275
6303,6303,938,0,affordability,affordability in the global trade system,1.579369859,0,True,1.7142213381829274,0,True,0.1348514791829274
6304,6304,938,0,affordability,affordability is an important strategy.,2.302124625,4,False,1.7142213381829274,0,True,-0.5879032868170724
6305,6305,938,0,affordability,affordability is the key element of a strong economy.,2.230203915,4,False,1.7142213381829274,0,True,-0.5159825768170727
6306,6306,938,0,affordability,The Affordable Housing Trust Fund ( AHT ) is a federal grant program administered by the Department of Housing and Urban Development ( HUD ).,2.41079234,4,False,1.7142213381829274,0,True,-0.6965710018170725
6307,6307,938,0,affordability,an example of environment and context strategy in context of community: affordability,2.122948733,1,False,1.7142213381829274,0,True,-0.4087273948170724
6308,6308,938,0,affordability,Affordability is a community-wide issue,2.566700973,4,False,1.7142213381829274,0,True,-0.8524796348170727
6309,6309,938,0,affordability,"In contrast to the affordable housing project in hacienda village, the city of chicago has provided affordable housing for individuals.",2.723478975,4,False,1.7142213381829274,0,True,-1.0092576368170725
6310,6310,938,0,affordability,in the context of community in community setting: affordability,1.901541363,0,True,1.7142213381829274,0,True,-0.1873200248170725
6311,6311,938,0,affordability,Affordability and community in a community setting: an environment and context strategy,2.016331552,3,False,1.7142213381829274,0,True,-0.3021102138170726
6312,6312,938,1,engage her,Engage her by,1.648978564,1,True,2.396652674106508,0,False,0.7476741101065079
6313,6313,938,1,engage her,Engage her,1.900889324,2,False,2.396652674106508,0,False,0.4957633501065079
6314,6314,938,1,engage her,"To make her feel more like a lady, you can engage her in an activity that will make her feel more like a lady.",1.920987308,1,True,2.396652674106508,0,False,0.475665366106508
6315,6315,938,1,engage her,engage her in activities on the pc,2.030863919,0,False,2.396652674106508,0,False,0.3657887551065077
6316,6316,938,1,engage her,She needs to feel self - confident in her own mind and body.,1.938362483,4,False,2.396652674106508,0,False,0.458290191106508
6317,6317,938,0,appropriate weather for activity,"for example, we might designate an appropriate weather for playing hopsticks.",2.015018029,0,True,1.7142213381829274,0,True,-0.3007966908170727
6318,6318,938,0,appropriate weather for activity,the appropriate weather for activit y,1.810794372,0,True,1.7142213381829274,0,True,-0.0965730338170725
6319,6319,938,0,appropriate weather for activity,the appropriate weather for activity,1.06382029,0,True,1.7142213381829274,0,True,0.6504010481829274
6320,6320,938,0,appropriate weather for activity,The community should select the appropriate weather conditions for their sport event.,2.281931356,4,False,1.7142213381829274,0,True,-0.5677100178170724
6321,6321,938,0,appropriate weather for activity,"For a community event, coordinating the right time and place to have food and drink in an area with appropriate temperature may be important.",2.344443292,2,False,1.7142213381829274,0,True,-0.6302219538170724
6322,6322,938,0,appropriate weather for activity,an appropriate weather for the activity,1.170828247,0,True,1.7142213381829274,0,True,0.5433930911829274
6323,6323,938,0,appropriate weather for activity,Ignite community meetings or gatherings and share the latest information with the group.,1.204813163,0,True,1.7142213381829274,0,True,0.5094081751829274
6324,6324,938,0,appropriate weather for activity,an appropriate weather for an activity,1.090805027,0,True,1.7142213381829274,0,True,0.6234163111829274
6325,6325,938,0,appropriate weather for activity,The climatic conditions for the activity should be such that it will fit the locality.,2.718542931,4,False,1.7142213381829274,0,True,-1.0043215928170726
6326,6326,938,0,enroll her ,enroll her in a program,1.217241989,0,True,1.7142213381829274,0,True,0.4969793491829275
6327,6327,938,0,enroll her ,enlist her,1.7875618,0,True,1.7142213381829274,0,True,-0.0733404618170725
6328,6328,938,0,enroll her ,enrol her,1.758428172,0,True,1.7142213381829274,0,True,-0.0442068338170724
6329,6329,938,0,enroll her ,enrolled her,1.122677761,0,True,1.7142213381829274,0,True,0.5915435771829274
6330,6330,938,0,enroll her ,You have to consider the group her in when deciding what to do with her.,2.535671132,1,False,1.7142213381829274,0,True,-0.8214497938170726
6331,6331,938,0,enroll her ,enrolled her to enrol her for group : enroll,1.359177745,0,True,1.7142213381829274,0,True,0.3550435931829274
6332,6332,938,0,enroll her ,he decides to start a new group with her,2.476484704,4,False,1.7142213381829274,0,True,-0.7622633658170728
6333,6333,938,0,enroll her ,Make a friend at the computer lab,1.240135481,0,True,1.7142213381829274,0,True,0.4740858571829274
6334,6334,938,0,enroll her ,"he is a great writer, but he does not have the confidence to talk to him.",3.357251859,4,False,1.7142213381829274,0,True,-1.6430305208170723
6335,6335,938,0,provide alternatives to television,have activities in place where children can be outside without being trapped indoors,1.167511986,0,True,1.7142213381829274,0,True,0.5467093521829274
6336,6336,938,0,provide alternatives to television,Provide alternatives to television,1.855092393,1,False,1.7142213381829274,0,True,-0.1408710548170726
6337,6337,938,0,provide alternatives to television,Provide alternatives to television.,1.712377369,0,True,1.7142213381829274,0,True,0.0018439691829275
6338,6338,938,0,provide alternatives to television,provide alternatives to play :,2.015636392,1,False,1.7142213381829274,0,True,-0.3014150538170728
6339,6339,938,0,provide alternatives to television,provide alternative activities to television,1.577173489,0,True,1.7142213381829274,0,True,0.1370478491829274
6340,6340,938,0,provide alternatives to television,Provide alternatives to television like books,1.469992615,0,True,1.7142213381829274,0,True,0.2442287231829274
6341,6341,938,1,allowing her to prepare the meal,Let her get the food ready for the meal,1.430095962,1,True,2.396652674106508,0,False,0.966556712106508
6342,6342,938,1,allowing her to prepare the meal,Allow her to prepare the meal,1.394006937,1,True,2.396652674106508,0,False,1.002645737106508
6343,6343,938,1,allowing her to prepare the meal,giving her to prepare the meals,1.977998678,1,True,2.396652674106508,0,False,0.4186539961065079
6344,6344,938,1,allowing her to prepare the meal,letting her prepare the meal,1.864727533,1,True,2.396652674106508,0,False,0.531925141106508
6345,6345,938,1,allowing her to prepare the meal,Allowing her to prepare the meal lets her feel like she is preparing something special for her family.,1.753168088,1,True,2.396652674106508,0,False,0.6434845861065079
6346,6346,938,1,allowing her to prepare the meal,allowing her to prepare her food,1.911162438,2,False,2.396652674106508,0,False,0.4854902361065079
6347,6347,938,1,allowing her to prepare the meal,Allowing her to prepare the meal,1.866987955,1,True,2.396652674106508,0,False,0.529664719106508
6348,6348,938,0,taking away other distraction,Take off all other distractions,1.209161242,0,True,1.7142213381829274,0,True,0.5050600961829275
6349,6349,938,0,taking away other distraction,taking away other distractions,1.688837499,0,True,1.7142213381829274,0,True,0.0253838391829275
6350,6350,938,0,taking away other distraction,removing distractions,1.649305587,0,True,1.7142213381829274,0,True,0.0649157511829274
6351,6351,938,0,taking away other distraction,"for example, if you are in a room with other distractions, you will be more likely to be distracted by the loud music",2.009717426,0,True,1.7142213381829274,0,True,-0.2954960878170725
6352,6352,938,0,taking away other distraction,"Context is everything that surrounds and influences the environment, it affects the way you perceive the world around you.",2.545205223,4,False,1.7142213381829274,0,True,-0.8309838848170725
6353,6353,938,0,taking away other distraction,"Take away other distraction from the room, like a TV or the phone.",1.6635674,0,True,1.7142213381829274,0,True,0.0506539381829274
6354,6354,938,0,taking away other distraction,Getting away from all distractions and making a mess,1.049593791,0,True,1.7142213381829274,0,True,0.6646275471829275
6355,6355,938,0,taking away other distraction,"A distraction, such as checking email can make difficult work impossible.",2.007752617,0,True,1.7142213381829274,0,True,-0.2935312788170725
6356,6356,938,0,taking away other distraction,Taking away other distractions can help you focus on your goals in a task.,2.199373768,2,False,1.7142213381829274,0,True,-0.4851524298170726
6357,6357,938,0,taking away other distraction,"Taking away other distractions could be done for example by putting away the phone, reading, or listening to music.",1.886474491,0,True,1.7142213381829274,0,True,-0.1722531528170725
6358,6358,938,0,taking away other distraction,Taking away other distractions will make the chore of chore in home setting easier to do.,2.163099499,4,False,1.7142213381829274,0,True,-0.4488781608170724
6359,6359,938,0,taking away other distraction,"Getting organized can help you accomplish more housework at the same time, so it's important to plan when to make the necessary trips to the store.",2.132669597,3,False,1.7142213381829274,0,True,-0.4184482588170726
6360,6360,938,3,helping her complete the task,"In Action Competence strategy, helping her complete the task is an effective tool.",1.880659092,3,True,2.8224563689442603,0,False,0.9417972769442604
6361,6361,938,3,helping her complete the task,: helping her complete the task,2.027570028,1,False,2.8224563689442603,0,False,0.7948863409442604
6362,6362,938,3,helping her complete the task,Helping her complete the task will show your skill to be competent,2.137051504,3,True,2.8224563689442603,0,False,0.6854048649442603
6363,6363,938,3,helping her complete the task,helping her to complete the task,1.817877415,2,False,2.8224563689442603,0,False,1.0045789539442602
6364,6364,938,3,helping her complete the task,Help her complete the task before you take it,2.103501844,1,False,2.8224563689442603,0,False,0.7189545249442602
6365,6365,938,3,helping her complete the task,Helping her complete the task,1.929903138,2,False,2.8224563689442603,0,False,0.8925532309442603
6366,6366,938,3,helping her complete the task,Helping her complete the task means being competent to do the task.,2.020266928,2,False,2.8224563689442603,0,False,0.8021894409442605
6367,6367,938,3,helping her complete the task,Helping her complete the task:,1.975311432,2,False,2.8224563689442603,0,False,0.8471449369442603
6368,6368,938,3,helping her complete the task,Help her complete her task,2.129483826,1,False,2.8224563689442603,0,False,0.6929725429442604
6369,6369,938,3,helping her complete the task,Help her complete the task,2.07372844,1,False,2.8224563689442603,0,False,0.7487279289442603
6370,6370,938,3,helping her complete the task,Help her finish completing the task.,2.195440882,1,False,2.8224563689442603,0,False,0.6270154869442601
6371,6371,938,0,schedule fun time not just chores,"Create tasks that are fun to do, not just chores.",1.749571602,2,False,1.7142213381829274,0,True,-0.0353502638170726
6372,6372,938,0,schedule fun time not just chores,Schedule fun time and not just chores.,1.006967044,0,True,1.7142213381829274,0,True,0.7072542941829274
6373,6373,938,0,schedule fun time not just chores,i like to schedule fun time also not just chores,2.001958922,4,False,1.7142213381829274,0,True,-0.2877375838170726
